date,symbol,close_price
12/29/2022,BTC,"16,636.40"
12/28/2022,BTC,"16,546.20"
12/27/2022,BTC,"16,706.10"
12/26/2022,BTC,"16,918.10"
12/25/2022,BTC,"16,831.80"
12/24/2022,BTC,"16,837.20"
12/23/2022,BTC,"16,779.10"
12/22/2022,BTC,"16,820.60"
12/21/2022,BTC,"16,831.80"
12/20/2022,BTC,"16,902.80"
12/19/2022,BTC,"16,441.30"
12/18/2022,BTC,"16,741.10"
12/17/2022,BTC,"16,777.10"
12/16/2022,BTC,"16,629.60"
12/15/2022,BTC,"17,356.10"
12/14/2022,BTC,"17,796.40"
12/13/2022,BTC,"17,778.60"
12/12/2022,BTC,"17,210.40"
12/11/2022,BTC,"17,093.30"
12/10/2022,BTC,"17,127.20"
12/9/2022,BTC,"17,125.70"
12/8/2022,BTC,"17,225.70"
12/7/2022,BTC,"16,835.20"
12/6/2022,BTC,"17,089.30"
12/5/2022,BTC,"16,966.50"
12/4/2022,BTC,"17,112.60"
12/3/2022,BTC,"16,884.50"
12/2/2022,BTC,"17,093.60"
12/1/2022,BTC,"16,972.00"
11/30/2022,BTC,"17,163.90"
11/29/2022,BTC,"16,440.40"
11/28/2022,BTC,"16,211.70"
11/27/2022,BTC,"16,425.60"
11/26/2022,BTC,"16,456.50"
11/25/2022,BTC,"16,512.30"
11/24/2022,BTC,"16,601.20"
11/23/2022,BTC,"16,623.90"
11/22/2022,BTC,"16,212.90"
11/21/2022,BTC,"15,776.20"
11/20/2022,BTC,"16,286.70"
11/19/2022,BTC,"16,699.20"
11/18/2022,BTC,"16,638.30"
11/17/2022,BTC,"16,691.20"
11/16/2022,BTC,"16,540.50"
11/15/2022,BTC,"16,895.10"
11/14/2022,BTC,"16,613.70"
11/13/2022,BTC,"16,324.50"
11/12/2022,BTC,"16,795.20"
11/11/2022,BTC,"17,049.90"
11/10/2022,BTC,"17,589.10"
11/9/2022,BTC,"15,886.90"
11/8/2022,BTC,"18,527.40"
11/7/2022,BTC,"20,589.00"
11/6/2022,BTC,"20,916.30"
11/5/2022,BTC,"21,301.60"
11/4/2022,BTC,"21,145.90"
11/3/2022,BTC,"20,206.40"
11/2/2022,BTC,"20,154.40"
11/1/2022,BTC,"20,483.50"
10/31/2022,BTC,"20,496.30"
10/30/2022,BTC,"20,626.30"
10/29/2022,BTC,"20,809.80"
10/28/2022,BTC,"20,594.40"
10/27/2022,BTC,"20,292.90"
10/26/2022,BTC,"20,769.50"
10/25/2022,BTC,"20,082.70"
10/24/2022,BTC,"19,331.50"
10/23/2022,BTC,"19,571.20"
10/22/2022,BTC,"19,204.80"
10/21/2022,BTC,"19,162.60"
10/20/2022,BTC,"19,042.90"
10/19/2022,BTC,"19,123.90"
10/18/2022,BTC,"19,328.20"
10/17/2022,BTC,"19,548.20"
10/16/2022,BTC,"19,261.90"
10/15/2022,BTC,"19,068.70"
10/14/2022,BTC,"19,181.80"
10/13/2022,BTC,"19,379.80"
10/12/2022,BTC,"19,154.80"
10/11/2022,BTC,"19,059.10"
10/10/2022,BTC,"19,134.60"
10/9/2022,BTC,"19,441.00"
10/8/2022,BTC,"19,415.00"
10/7/2022,BTC,"19,531.30"
10/6/2022,BTC,"19,956.70"
10/5/2022,BTC,"20,157.50"
10/4/2022,BTC,"20,340.20"
10/3/2022,BTC,"19,628.30"
10/2/2022,BTC,"19,052.20"
10/1/2022,BTC,"19,311.90"
09/30/2022,BTC,"19,423.00"
09/29/2022,BTC,"19,593.00"
09/28/2022,BTC,"19,411.00"
09/27/2022,BTC,"19,081.00"
09/26/2022,BTC,"19,225.70"
09/25/2022,BTC,"18,803.20"
09/24/2022,BTC,"18,925.20"
09/23/2022,BTC,"19,293.50"
09/22/2022,BTC,"19,404.00"
09/21/2022,BTC,"18,489.00"
09/20/2022,BTC,"18,872.40"
09/19/2022,BTC,"19,538.90"
09/18/2022,BTC,"19,418.80"
09/17/2022,BTC,"20,113.50"
09/16/2022,BTC,"19,802.40"
09/15/2022,BTC,"19,701.70"
09/14/2022,BTC,"20,222.50"
09/13/2022,BTC,"20,175.50"
9/12/2022,BTC,"22,395.30"
9/11/2022,BTC,"21,834.90"
9/10/2022,BTC,"21,650.40"
9/9/2022,BTC,"21,365.20"
9/8/2022,BTC,"19,317.40"
9/7/2022,BTC,"19,281.50"
9/6/2022,BTC,"18,786.40"
9/5/2022,BTC,"19,793.10"
9/4/2022,BTC,"19,999.90"
9/3/2022,BTC,"19,831.40"
9/2/2022,BTC,"19,952.70"
9/1/2022,BTC,"20,126.10"
08/31/2022,BTC,"20,043.90"
08/30/2022,BTC,"19,792.60"
08/29/2022,BTC,"20,295.80"
08/28/2022,BTC,"19,550.20"
08/27/2022,BTC,"20,033.90"
08/26/2022,BTC,"20,249.90"
08/25/2022,BTC,"21,565.40"
08/24/2022,BTC,"21,365.20"
08/23/2022,BTC,"21,517.20"
08/22/2022,BTC,"21,416.30"
08/21/2022,BTC,"21,517.20"
08/20/2022,BTC,"21,138.90"
08/19/2022,BTC,"20,831.30"
08/18/2022,BTC,"23,203.60"
08/17/2022,BTC,"23,338.00"
08/16/2022,BTC,"23,856.80"
08/15/2022,BTC,"24,101.70"
08/14/2022,BTC,"24,302.80"
08/13/2022,BTC,"24,442.50"
8/12/2022,BTC,"24,398.70"
8/11/2022,BTC,"23,935.30"
8/10/2022,BTC,"23,962.90"
8/9/2022,BTC,"23,146.70"
8/8/2022,BTC,"23,816.30"
8/7/2022,BTC,"23,175.30"
8/6/2022,BTC,"22,944.20"
8/5/2022,BTC,"23,308.20"
8/4/2022,BTC,"22,612.10"
8/3/2022,BTC,"22,820.80"
8/2/2022,BTC,"22,988.60"
8/1/2022,BTC,"23,271.20"
07/31/2022,BTC,"23,303.40"
07/30/2022,BTC,"23,634.20"
07/29/2022,BTC,"23,774.30"
07/28/2022,BTC,"23,850.00"
07/27/2022,BTC,"22,958.30"
07/26/2022,BTC,"21,248.70"
07/25/2022,BTC,"21,301.90"
07/24/2022,BTC,"22,582.10"
07/23/2022,BTC,"22,460.40"
07/22/2022,BTC,"22,675.20"
07/21/2022,BTC,"23,153.00"
07/20/2022,BTC,"23,215.20"
07/19/2022,BTC,"23,410.20"
07/18/2022,BTC,"22,525.80"
07/17/2022,BTC,"20,785.60"
07/16/2022,BTC,"21,209.90"
07/15/2022,BTC,"20,825.10"
07/14/2022,BTC,"20,586.00"
07/13/2022,BTC,"20,250.00"
7/12/2022,BTC,"19,330.90"
7/11/2022,BTC,"19,963.20"
7/10/2022,BTC,"20,847.40"
7/9/2022,BTC,"21,587.50"
7/8/2022,BTC,"21,611.20"
7/7/2022,BTC,"21,637.80"
7/6/2022,BTC,"20,561.10"
7/5/2022,BTC,"20,200.60"
7/4/2022,BTC,"20,215.80"
7/3/2022,BTC,"19,309.90"
7/2/2022,BTC,"19,243.20"
7/1/2022,BTC,"19,262.90"
06/30/2022,BTC,"19,926.60"
06/29/2022,BTC,"20,111.30"
06/28/2022,BTC,"20,278.00"
06/27/2022,BTC,"20,730.20"
06/26/2022,BTC,"21,043.50"
06/25/2022,BTC,"21,489.90"
06/24/2022,BTC,"21,226.90"
06/23/2022,BTC,"21,100.70"
06/22/2022,BTC,"19,965.80"
06/21/2022,BTC,"20,720.40"
06/20/2022,BTC,"20,572.30"
06/19/2022,BTC,"20,577.20"
06/18/2022,BTC,"18,986.50"
06/17/2022,BTC,"20,444.60"
06/16/2022,BTC,"20,386.60"
06/15/2022,BTC,"22,577.90"
06/14/2022,BTC,"22,157.30"
06/13/2022,BTC,"22,448.00"
6/12/2022,BTC,"26,606.30"
6/11/2022,BTC,"28,403.40"
6/10/2022,BTC,"29,083.30"
6/9/2022,BTC,"30,097.80"
6/8/2022,BTC,"30,201.60"
6/7/2022,BTC,"31,128.80"
6/6/2022,BTC,"31,367.60"
6/5/2022,BTC,"29,913.00"
6/4/2022,BTC,"29,864.30"
6/3/2022,BTC,"29,700.90"
6/2/2022,BTC,"30,455.50"
6/1/2022,BTC,"29,798.50"
05/31/2022,BTC,"31,793.40"
05/30/2022,BTC,"31,723.30"
05/29/2022,BTC,"29,465.20"
05/28/2022,BTC,"29,027.10"
05/27/2022,BTC,"28,601.20"
05/26/2022,BTC,"29,203.50"
05/25/2022,BTC,"29,540.60"
05/24/2022,BTC,"29,648.70"
05/23/2022,BTC,"29,093.30"
05/22/2022,BTC,"30,286.60"
05/21/2022,BTC,"29,434.60"
05/20/2022,BTC,"29,178.60"
05/19/2022,BTC,"30,305.90"
05/18/2022,BTC,"28,683.70"
05/17/2022,BTC,"30,437.50"
05/16/2022,BTC,"29,849.00"
05/15/2022,BTC,"31,308.70"
05/14/2022,BTC,"30,080.40"
05/13/2022,BTC,"29,284.40"
5/12/2022,BTC,"28,976.00"
5/11/2022,BTC,"29,068.20"
5/10/2022,BTC,"31,007.50"
5/9/2022,BTC,"30,095.00"
5/8/2022,BTC,"34,060.00"
5/7/2022,BTC,"35,468.00"
5/6/2022,BTC,"36,009.00"
5/5/2022,BTC,"36,544.00"
5/4/2022,BTC,"39,688.00"
5/3/2022,BTC,"37,718.00"
5/2/2022,BTC,"38,514.00"
5/1/2022,BTC,"38,461.00"
04/30/2022,BTC,"37,650.00"
04/29/2022,BTC,"38,581.00"
04/28/2022,BTC,"39,748.00"
04/27/2022,BTC,"39,243.00"
04/26/2022,BTC,"38,113.00"
04/25/2022,BTC,"40,427.00"
04/24/2022,BTC,"39,464.00"
04/23/2022,BTC,"39,418.00"
04/22/2022,BTC,"39,709.00"
04/21/2022,BTC,"40,482.00"
04/20/2022,BTC,"41,368.00"
04/19/2022,BTC,"41,503.00"
04/18/2022,BTC,"40,803.00"
04/17/2022,BTC,"39,703.00"
04/16/2022,BTC,"40,382.00"
04/15/2022,BTC,"40,560.00"
04/14/2022,BTC,"39,936.00"
04/13/2022,BTC,"41,133.00"
4/12/2022,BTC,"40,078.00"
4/11/2022,BTC,"39,497.00"
4/10/2022,BTC,"42,138.00"
4/9/2022,BTC,"42,767.00"
4/8/2022,BTC,"42,275.00"
4/7/2022,BTC,"43,448.00"
4/6/2022,BTC,"43,173.00"
4/5/2022,BTC,"45,506.00"
4/4/2022,BTC,"46,629.00"
4/3/2022,BTC,"46,407.00"
4/2/2022,BTC,"45,811.00"
4/1/2022,BTC,"46,297.00"
03/31/2022,BTC,"45,525.00"
03/30/2022,BTC,"47,075.00"
03/29/2022,BTC,"47,449.00"
03/28/2022,BTC,"47,105.00"
03/27/2022,BTC,"46,859.00"
03/26/2022,BTC,"44,548.00"
03/25/2022,BTC,"44,331.00"
03/24/2022,BTC,"44,013.00"
03/23/2022,BTC,"42,912.00"
03/22/2022,BTC,"42,373.00"
03/21/2022,BTC,"41,022.00"
03/20/2022,BTC,"41,276.00"
03/19/2022,BTC,"42,233.00"
03/18/2022,BTC,"41,767.80"
03/17/2022,BTC,"40,914.80"
03/16/2022,BTC,"41,118.70"
03/15/2022,BTC,"39,285.70"
03/14/2022,BTC,"39,671.10"
03/13/2022,BTC,"37,792.40"
3/12/2022,BTC,"38,814.30"
3/11/2022,BTC,"38,730.20"
3/10/2022,BTC,"39,416.30"
3/9/2022,BTC,"41,929.00"
3/8/2022,BTC,"38,744.80"
3/7/2022,BTC,"38,024.80"
3/6/2022,BTC,"38,403.10"
3/5/2022,BTC,"39,395.80"
3/4/2022,BTC,"39,142.70"
3/3/2022,BTC,"42,463.00"
3/2/2022,BTC,"43,912.80"
3/1/2022,BTC,"44,420.30"
02/28/2022,BTC,"43,188.20"
02/27/2022,BTC,"37,689.10"
02/26/2022,BTC,"39,115.50"
02/25/2022,BTC,"39,209.60"
02/24/2022,BTC,"38,339.20"
02/23/2022,BTC,"37,224.60"
02/22/2022,BTC,"38,248.20"
02/21/2022,BTC,"37,017.70"
02/20/2022,BTC,"38,355.00"
02/19/2022,BTC,"40,090.30"
02/18/2022,BTC,"40,000.10"
02/17/2022,BTC,"40,552.80"
02/16/2022,BTC,"43,883.60"
02/15/2022,BTC,"44,544.40"
02/14/2022,BTC,"42,550.30"
02/13/2022,BTC,"42,061.10"
2/12/2022,BTC,"42,205.20"
2/11/2022,BTC,"42,388.40"
2/10/2022,BTC,"43,521.00"
2/9/2022,BTC,"44,388.90"
2/8/2022,BTC,"44,038.20"
2/7/2022,BTC,"43,833.90"
2/6/2022,BTC,"42,392.20"
2/5/2022,BTC,"41,412.10"
2/4/2022,BTC,"41,567.60"
2/3/2022,BTC,"37,287.80"
2/2/2022,BTC,"36,890.20"
2/1/2022,BTC,"38,709.70"
01/31/2022,BTC,"38,498.60"
01/30/2022,BTC,"37,917.70"
01/29/2022,BTC,"38,170.80"
01/28/2022,BTC,"37,745.10"
01/27/2022,BTC,"37,164.30"
01/26/2022,BTC,"36,800.40"
01/25/2022,BTC,"36,950.60"
01/24/2022,BTC,"36,686.30"
01/23/2022,BTC,"36,269.50"
01/22/2022,BTC,"35,075.20"
01/21/2022,BTC,"36,475.50"
01/20/2022,BTC,"40,715.90"
01/19/2022,BTC,"41,677.80"
01/18/2022,BTC,"42,364.60"
01/17/2022,BTC,"42,209.30"
01/16/2022,BTC,"43,079.10"
01/15/2022,BTC,"43,097.00"
01/14/2022,BTC,"43,073.30"
01/13/2022,BTC,"42,560.00"
1/12/2022,BTC,"43,901.00"
1/11/2022,BTC,"42,733.20"
1/10/2022,BTC,"41,832.20"
1/9/2022,BTC,"41,848.30"
1/8/2022,BTC,"41,672.00"
1/7/2022,BTC,"41,546.70"
1/6/2022,BTC,"43,097.50"
1/5/2022,BTC,"43,425.90"
1/4/2022,BTC,"45,837.30"
1/3/2022,BTC,"46,430.20"
1/2/2022,BTC,"47,311.80"
1/1/2022,BTC,"47,738.00"
12/31/2021,BTC,"46,219.50"
12/30/2021,BTC,"47,123.30"
12/29/2021,BTC,"46,461.70"
12/28/2021,BTC,"47,545.20"
12/27/2021,BTC,"50,678.20"
12/26/2021,BTC,"50,779.90"
12/25/2021,BTC,"50,406.40"
12/24/2021,BTC,"50,786.10"
12/23/2021,BTC,"50,801.00"
12/22/2021,BTC,"48,599.70"
12/21/2021,BTC,"48,902.00"
12/20/2021,BTC,"46,895.20"
12/19/2021,BTC,"46,704.50"
12/18/2021,BTC,"46,856.20"
12/17/2021,BTC,"46,172.20"
12/16/2021,BTC,"47,628.20"
12/15/2021,BTC,"48,871.50"
12/14/2021,BTC,"48,366.50"
12/13/2021,BTC,"46,703.60"
12/12/2021,BTC,"50,081.00"
12/11/2021,BTC,"49,314.50"
12/10/2021,BTC,"47,137.20"
12/9/2021,BTC,"47,596.60"
12/8/2021,BTC,"50,473.90"
12/7/2021,BTC,"50,595.20"
12/6/2021,BTC,"50,562.10"
12/5/2021,BTC,"49,405.50"
12/4/2021,BTC,"49,195.20"
12/3/2021,BTC,"53,631.50"
12/2/2021,BTC,"56,496.00"
12/1/2021,BTC,"57,210.30"
11/30/2021,BTC,"56,882.90"
11/29/2021,BTC,"57,794.80"
11/28/2021,BTC,"57,291.50"
11/27/2021,BTC,"54,765.90"
11/26/2021,BTC,"53,730.90"
11/25/2021,BTC,"58,935.10"
11/24/2021,BTC,"57,171.70"
11/23/2021,BTC,"57,573.20"
11/22/2021,BTC,"56,308.80"
11/21/2021,BTC,"58,714.30"
11/20/2021,BTC,"59,717.60"
11/19/2021,BTC,"58,083.40"
11/18/2021,BTC,"56,955.30"
11/17/2021,BTC,"60,367.80"
11/16/2021,BTC,"60,089.10"
11/15/2021,BTC,"63,597.90"
11/14/2021,BTC,"65,508.20"
11/13/2021,BTC,"64,398.60"
11/12/2021,BTC,"64,134.50"
11/11/2021,BTC,"64,806.70"
11/10/2021,BTC,"64,932.60"
11/9/2021,BTC,"66,904.40"
11/8/2021,BTC,"67,527.90"
11/7/2021,BTC,"63,273.20"
11/6/2021,BTC,"61,483.90"
11/5/2021,BTC,"60,974.30"
11/4/2021,BTC,"61,412.60"
11/3/2021,BTC,"62,918.50"
11/2/2021,BTC,"63,221.70"
11/1/2021,BTC,"60,915.30"
10/31/2021,BTC,"61,309.60"
10/30/2021,BTC,"61,840.10"
10/29/2021,BTC,"62,242.80"
10/28/2021,BTC,"60,582.50"
10/27/2021,BTC,"58,438.10"
10/26/2021,BTC,"60,310.80"
10/25/2021,BTC,"63,067.00"
10/24/2021,BTC,"60,866.50"
10/23/2021,BTC,"61,312.50"
10/22/2021,BTC,"60,690.30"
10/21/2021,BTC,"62,210.20"
10/20/2021,BTC,"65,979.10"
10/19/2021,BTC,"64,278.50"
10/18/2021,BTC,"62,056.30"
10/17/2021,BTC,"61,527.50"
10/16/2021,BTC,"60,861.10"
10/15/2021,BTC,"61,672.50"
10/14/2021,BTC,"57,345.80"
10/13/2021,BTC,"57,380.10"
10/12/2021,BTC,"56,015.90"
10/11/2021,BTC,"57,477.30"
10/10/2021,BTC,"54,687.70"
10/9/2021,BTC,"54,942.50"
10/8/2021,BTC,"53,914.70"
10/7/2021,BTC,"53,783.90"
10/6/2021,BTC,"55,323.20"
10/5/2021,BTC,"51,469.30"
10/4/2021,BTC,"49,227.30"
10/3/2021,BTC,"48,200.10"
10/2/2021,BTC,"47,666.90"
10/1/2021,BTC,"48,146.00"
09/30/2021,BTC,"43,823.30"
09/29/2021,BTC,"41,536.80"
09/28/2021,BTC,"41,022.30"
09/27/2021,BTC,"42,172.60"
09/26/2021,BTC,"43,203.40"
09/25/2021,BTC,"42,686.80"
09/24/2021,BTC,"42,819.90"
09/23/2021,BTC,"44,869.20"
09/22/2021,BTC,"43,551.60"
09/21/2021,BTC,"40,651.30"
09/20/2021,BTC,"42,870.60"
09/19/2021,BTC,"47,238.70"
09/18/2021,BTC,"48,306.70"
09/17/2021,BTC,"47,282.80"
09/16/2021,BTC,"47,748.00"
09/15/2021,BTC,"48,130.60"
09/14/2021,BTC,"47,077.50"
09/13/2021,BTC,"44,949.50"
9/12/2021,BTC,"46,062.30"
9/11/2021,BTC,"45,161.90"
9/10/2021,BTC,"44,842.80"
9/9/2021,BTC,"46,385.60"
9/8/2021,BTC,"46,061.40"
9/7/2021,BTC,"46,779.60"
9/6/2021,BTC,"52,672.10"
9/5/2021,BTC,"51,768.60"
9/4/2021,BTC,"49,918.40"
9/3/2021,BTC,"49,999.00"
9/2/2021,BTC,"49,274.30"
9/1/2021,BTC,"48,819.40"
08/31/2021,BTC,"47,130.40"
08/30/2021,BTC,"46,992.70"
08/29/2021,BTC,"48,777.40"
08/28/2021,BTC,"48,897.10"
08/27/2021,BTC,"49,064.30"
08/26/2021,BTC,"46,831.60"
08/25/2021,BTC,"48,994.50"
08/24/2021,BTC,"47,714.70"
08/23/2021,BTC,"49,539.70"
08/22/2021,BTC,"49,254.50"
08/21/2021,BTC,"48,875.80"
08/20/2021,BTC,"49,324.00"
08/19/2021,BTC,"46,755.90"
08/18/2021,BTC,"44,723.80"
08/17/2021,BTC,"44,691.60"
08/16/2021,BTC,"45,996.30"
08/15/2021,BTC,"46,991.30"
08/14/2021,BTC,"47,081.50"
08/13/2021,BTC,"47,809.10"
8/12/2021,BTC,"44,403.40"
8/11/2021,BTC,"45,564.30"
8/10/2021,BTC,"45,593.80"
8/9/2021,BTC,"46,284.30"
8/8/2021,BTC,"43,792.80"
8/7/2021,BTC,"44,614.20"
8/6/2021,BTC,"42,795.40"
8/5/2021,BTC,"40,867.20"
8/4/2021,BTC,"39,736.90"
8/3/2021,BTC,"38,130.30"
8/2/2021,BTC,"39,168.40"
8/1/2021,BTC,"39,878.30"
07/31/2021,BTC,"41,553.70"
07/30/2021,BTC,"42,203.40"
07/29/2021,BTC,"40,001.40"
07/28/2021,BTC,"40,003.20"
07/27/2021,BTC,"39,452.00"
07/26/2021,BTC,"37,276.60"
07/25/2021,BTC,"35,391.10"
07/24/2021,BTC,"33,824.80"
07/23/2021,BTC,"33,603.30"
07/22/2021,BTC,"32,298.90"
07/21/2021,BTC,"32,131.40"
07/20/2021,BTC,"29,793.80"
07/19/2021,BTC,"30,837.20"
07/18/2021,BTC,"31,785.40"
07/17/2021,BTC,"31,518.60"
07/16/2021,BTC,"31,394.00"
07/15/2021,BTC,"31,840.50"
07/14/2021,BTC,"32,820.70"
07/13/2021,BTC,"32,728.10"
7/12/2021,BTC,"33,113.00"
7/11/2021,BTC,"34,227.70"
7/10/2021,BTC,"33,510.60"
7/9/2021,BTC,"33,797.40"
7/8/2021,BTC,"32,866.30"
7/7/2021,BTC,"33,867.80"
7/6/2021,BTC,"34,225.60"
7/5/2021,BTC,"33,687.80"
7/4/2021,BTC,"35,298.20"
7/3/2021,BTC,"34,742.80"
7/2/2021,BTC,"33,813.40"
7/1/2021,BTC,"33,543.60"
06/30/2021,BTC,"35,026.90"
06/29/2021,BTC,"35,834.70"
06/28/2021,BTC,"34,475.90"
06/27/2021,BTC,"34,678.50"
06/26/2021,BTC,"32,243.40"
06/25/2021,BTC,"31,594.00"
06/24/2021,BTC,"34,665.80"
06/23/2021,BTC,"33,674.30"
06/22/2021,BTC,"32,496.40"
06/21/2021,BTC,"31,692.00"
06/20/2021,BTC,"35,595.80"
06/19/2021,BTC,"35,513.40"
06/18/2021,BTC,"35,749.40"
06/17/2021,BTC,"38,052.00"
06/16/2021,BTC,"38,336.00"
06/15/2021,BTC,"40,156.10"
06/14/2021,BTC,"40,529.40"
06/13/2021,BTC,"39,022.90"
6/12/2021,BTC,"35,467.50"
6/11/2021,BTC,"37,314.60"
6/10/2021,BTC,"36,649.40"
6/9/2021,BTC,"37,332.20"
6/8/2021,BTC,"33,382.90"
6/7/2021,BTC,"33,578.00"
6/6/2021,BTC,"35,815.40"
6/5/2021,BTC,"35,520.00"
6/4/2021,BTC,"36,851.30"
6/3/2021,BTC,"39,187.30"
6/2/2021,BTC,"37,555.80"
6/1/2021,BTC,"36,687.60"
05/31/2021,BTC,"37,298.60"
05/30/2021,BTC,"35,652.80"
05/29/2021,BTC,"34,584.60"
05/28/2021,BTC,"35,662.50"
05/27/2021,BTC,"38,417.30"
05/26/2021,BTC,"39,249.20"
05/25/2021,BTC,"38,378.30"
05/24/2021,BTC,"38,750.60"
05/23/2021,BTC,"34,679.70"
05/22/2021,BTC,"37,448.30"
05/21/2021,BTC,"37,297.40"
05/20/2021,BTC,"40,717.20"
05/19/2021,BTC,"36,720.50"
05/18/2021,BTC,"42,897.30"
05/17/2021,BTC,"43,541.30"
05/16/2021,BTC,"46,426.40"
05/15/2021,BTC,"46,708.80"
05/14/2021,BTC,"49,839.80"
05/13/2021,BTC,"49,704.60"
5/12/2021,BTC,"49,384.20"
5/11/2021,BTC,"56,695.70"
5/10/2021,BTC,"55,848.90"
5/9/2021,BTC,"58,238.30"
5/8/2021,BTC,"58,840.10"
5/7/2021,BTC,"57,337.20"
5/6/2021,BTC,"56,405.40"
5/5/2021,BTC,"57,441.30"
5/4/2021,BTC,"53,741.50"
5/3/2021,BTC,"57,169.80"
5/2/2021,BTC,"56,603.80"
5/1/2021,BTC,"57,807.10"
04/30/2021,BTC,"57,720.30"
04/29/2021,BTC,"53,560.80"
04/28/2021,BTC,"54,841.40"
04/27/2021,BTC,"55,036.50"
04/26/2021,BTC,"54,020.50"
04/25/2021,BTC,"48,963.60"
04/24/2021,BTC,"50,088.90"
04/23/2021,BTC,"51,143.60"
04/22/2021,BTC,"51,729.50"
04/21/2021,BTC,"53,820.20"
04/20/2021,BTC,"56,483.20"
04/19/2021,BTC,"55,646.10"
04/18/2021,BTC,"56,207.10"
04/17/2021,BTC,"60,041.90"
04/16/2021,BTC,"61,379.70"
04/15/2021,BTC,"63,216.00"
04/14/2021,BTC,"62,980.40"
04/13/2021,BTC,"63,540.90"
4/12/2021,BTC,"59,863.80"
4/11/2021,BTC,"59,978.70"
4/10/2021,BTC,"59,748.40"
4/9/2021,BTC,"58,118.70"
4/8/2021,BTC,"58,077.40"
4/7/2021,BTC,"55,948.70"
4/6/2021,BTC,"57,996.30"
4/5/2021,BTC,"58,993.40"
4/4/2021,BTC,"58,199.90"
4/3/2021,BTC,"57,059.90"
4/2/2021,BTC,"58,977.30"
4/1/2021,BTC,"58,718.30"
03/31/2021,BTC,"58,763.70"
03/30/2021,BTC,"58,771.30"
03/29/2021,BTC,"57,616.20"
03/28/2021,BTC,"55,765.20"
03/27/2021,BTC,"55,862.90"
03/26/2021,BTC,"55,036.10"
03/25/2021,BTC,"51,322.30"
03/24/2021,BTC,"52,325.40"
03/23/2021,BTC,"54,452.50"
03/22/2021,BTC,"54,158.30"
03/21/2021,BTC,"57,383.80"
03/20/2021,BTC,"58,093.40"
03/19/2021,BTC,"58,088.00"
03/18/2021,BTC,"57,656.00"
03/17/2021,BTC,"58,913.50"
03/16/2021,BTC,"56,889.70"
03/15/2021,BTC,"55,791.30"
03/14/2021,BTC,"59,113.70"
03/13/2021,BTC,"61,195.30"
3/12/2021,BTC,"57,265.10"
3/11/2021,BTC,"57,799.50"
3/10/2021,BTC,"55,851.90"
3/9/2021,BTC,"54,879.00"
3/8/2021,BTC,"52,311.00"
3/7/2021,BTC,"50,982.30"
3/6/2021,BTC,"48,855.60"
3/5/2021,BTC,"48,792.50"
3/4/2021,BTC,"48,428.00"
3/3/2021,BTC,"50,395.10"
3/2/2021,BTC,"48,424.20"
3/1/2021,BTC,"49,595.50"
02/28/2021,BTC,"45,164.00"
02/27/2021,BTC,"46,136.70"
02/26/2021,BTC,"46,345.60"
02/25/2021,BTC,"46,928.50"
02/24/2021,BTC,"49,697.50"
02/23/2021,BTC,"48,911.20"
02/22/2021,BTC,"54,111.80"
02/21/2021,BTC,"57,433.80"
02/20/2021,BTC,"55,923.70"
02/19/2021,BTC,"55,906.60"
02/18/2021,BTC,"51,582.20"
02/17/2021,BTC,"52,079.20"
02/16/2021,BTC,"49,169.70"
02/15/2021,BTC,"47,936.30"
02/14/2021,BTC,"48,643.40"
02/13/2021,BTC,"47,168.70"
2/12/2021,BTC,"47,371.70"
2/11/2021,BTC,"47,990.70"
2/10/2021,BTC,"44,836.00"
2/9/2021,BTC,"46,508.60"
2/8/2021,BTC,"46,395.70"
2/7/2021,BTC,"38,852.90"
2/6/2021,BTC,"39,256.60"
2/5/2021,BTC,"38,297.60"
2/4/2021,BTC,"36,982.10"
2/3/2021,BTC,"37,646.80"
2/2/2021,BTC,"35,485.20"
2/1/2021,BTC,"33,515.70"
01/31/2021,BTC,"33,108.10"
01/30/2021,BTC,"34,283.10"
01/29/2021,BTC,"34,301.80"
01/28/2021,BTC,"33,374.80"
01/27/2021,BTC,"30,404.00"
01/26/2021,BTC,"32,502.10"
01/25/2021,BTC,"32,252.30"
01/24/2021,BTC,"32,241.30"
01/23/2021,BTC,"32,088.90"
01/22/2021,BTC,"33,000.50"
01/21/2021,BTC,"30,842.10"
01/20/2021,BTC,"35,476.30"
01/19/2021,BTC,"36,002.90"
01/18/2021,BTC,"36,613.20"
01/17/2021,BTC,"35,839.60"
01/16/2021,BTC,"36,019.50"
01/15/2021,BTC,"36,845.80"
01/14/2021,BTC,"39,175.70"
01/13/2021,BTC,"37,382.20"
1/12/2021,BTC,"34,076.10"
1/11/2021,BTC,"35,544.30"
1/10/2021,BTC,"38,192.20"
1/9/2021,BTC,"40,151.90"
1/8/2021,BTC,"40,599.30"
1/7/2021,BTC,"39,460.20"
1/6/2021,BTC,"36,793.20"
1/5/2021,BTC,"33,991.50"
1/4/2021,BTC,"32,022.60"
1/3/2021,BTC,"32,958.90"
1/2/2021,BTC,"32,193.30"
1/1/2021,BTC,"29,359.90"
